transaction_id,transaction_amount,transaction_date,transaction_type,merchant_location,currency,merchant_id,merchant_category,payment_method,customer_id,customer_age,customer_gender,purchase_history,monthly_spending_avg,credit_limit,current_balance,ip_address,device_used,transaction_frequency,is_fraud
18196,381.87343732614875,2024-01-01 09:06:33,online,Watkinsberg,US,23041,travel,contactless,2704,43.0,Female,6,322.94,6738,,179.59.161.114,mobile,6,0
19089,1000.0,2024-01-28 17:28:09,online,East James,GBP,53130,restaurants,chip,1386,33.0,M,5,371.5,16517,4190.18,65.93.63.39,tablet,5,1
19058,99.15118068014634,2024-01-26 22:37:37,online,East Patriciaview,GBP,31311,electro,chip,5690,36.0,Female,9,296.98,18326,15909.59,43.157.179.175,mobile,7,0
28146,1380.2151954359692,2024-01-11 05:26:48,online,Wagnertown,USD,38323,restaurants,chip,8864,39.0,Male,10,334.07,1451,5311.51,84.2.163.248,mobile,3,0
2195,,2024-01-29 05:32:02,withdrawal,Crossfort,EUR,22463,Electronics,contactless,3859,,Male,11,536.7,8272,13127.25,61.160.25.23,desktop,5,0
23358,1000.0,2024-01-29 11:14:09,online,Danielchester,USD,80373,groceries,contactless,9369,45.0,Male,4,650.09,13079,10781.43,143.1.188.31,mobile,5,1
9402,1500.0,2024-01-10 15:53:09,online,Port Sarah,USD,25746,travel,contactless,3462,32.0,Female,8,402.09,2572,10683.89,211.213.201.101,mobile,8,1
12833,500.0,2024-01-08 07:22:30,in_store,Whiteshire,EUR,87058,travel,contactless,6902,36.0,Male,14,251.35,3826,19467.61,119.28.240.35,tablet,7,1
24606,1164.0342249789176,2024-01-17 14:31:23,online,Nunezchester,USD,22220,electronics,chip,1109,38.0,Female,12,494.37,16903,17857.27,104.124.190.140,desktop,5,0
19193,1417.5034992525611,2024-01-11 17:21:31,online,Moraleschester,EUR,55196,electronics,chip,1502,25.0,Male,13,216.94,6357,7806.42,148.57.128.48,mobile,4,0
26762,779.0605724264524,2024-01-01 20:49:08,online,Riveratown,USD,36105,electronics,contactless,3052,43.0,Male,11,1046.56,14643,4165.3,18.75.220.45,desktop,6,0
28237,100.0,2024-01-24 17:12:20,online,,EUR,19476,restaurants,chip,8801,32.0,Male,16,535.47,9896,8838.24,140.26.90.185,mobile,7,1
13531,1000.0,2024-01-26 17:55:46,in_store,Williamsville,EUR,92890,restaurants,chip,1323,35.0,FEMALE,11,511.6,6019,15630.57,203.74.174.71,mobile,7,1
21987,100.0,2024-01-19 22:42:52,online,Kristenberg,usd,14040,electronics,contactless,1029,60.0,FEMALE,8,690.45,7055,4687.9,104.163.191.150,mobile,8,1
14007,1886.0215079073448,2024-01-04 16:56:37,in_store,Charlesfort,USD,35676,restaurants,chip,2144,30.0,Female,4,232.47,8743,17248.25,188.99.151.186,mobile,4,0
5465,1000.0,2024-01-02 06:05:25,in_store,South Lindaton,USD,84357,restaurants,magnetic_stripe,2666,22.0,Male,9,122.65,5014,18788.75,10.96.150.204,mobile,6,1
28298,$500.0,2024-01-23 17:27:38,online,Port Michaelstad,EUR,71430,electronics,chip,8029,53.0,Male,9,373.83,8356,19891.15,90.161.6.74,mobile,5,1
7820,,2024-01-12 00:37:48,online,,US,56400,electronics,contactless,3205,48.0,Female,15,241.32,18967,19596.13,153.26.255.104,mobile,2,0
25155,979.2115497322295,2024-01-01 06:06:05,online,,USD,47869,electro,magnetic_stripe,1057,,Female,10,186.32,1509,3616.49,167.24.47.188,TAB,6,0
14245,2000.0,2024-01-02 07:41:59,online,West Nicholas,gbp,14991,electronics,chip,8343,39.0,Female,12,640.11,16137,7582.86,207.27.77.5,mobile,7,1
19286,70.9044029371909,2024-01-19 17:16:14,in_store,West Lorrainefort,USD,49802,travel,chip,4050,34.0,Male,8,159.17,18116,6822.66,166.83.73.57,mobile,6,0
18380,,2024-01-12 12:21:58,in_store,East Alejandra,US,21518,electronics,chip,1831,46.0,Female,6,445.22,2976,2150.97,55.237.8.79,mobile,6,0
11969,100.0,2024-01-22 01:38:31,withdrawal,New Daniel,USD,29447,electronics,chip,7078,33.0,Male,13,244.16,8524,18083.04,52.158.38.90,mobile,3,1
2749,1500.0,2024-01-10 06:48:49,withdrawal,Lake Jo,US,20140,electronics,magnetic_stripe,2570,40.0,Female,11,144.33,15919,1864.07,11.100.200.14,mobile,2,1
8743,293.7871774617224,2024-01-23 19:38:46,online,North Suebury,EUR,73661,electronics,chip,7296,25.0,Female,15,459.26,1189,6754.45,197.50.51.184,TAB,5,0
5730,854.7925075736913,2024-01-15 19:05:24,online,Veronicahaven,EUR,65865,electronics,contactless,7429,52.0,Male,7,315.67,3254,438.89,47.27.99.21,desktop,5,0
4686,68.32487271974723,2024-01-23 23:51:03,in_store,,gbp,61602,electronics,chip,1106,23.0,M,9,168.89,11770,14424.92,138.245.172.249,mobile,6,0
8035,$198.55638371331304,2024-01-10 08:20:53,withdrawal,West Cindy,GBP,91581,electronics,chip,7738,30.0,Female,11,808.47,19445,,98.238.137.21,desktop,4,0
8857,771.623726740353,2024-01-26 23:01:31,online,Waynefurt,EUR,55067,groceries,contactless,2242,46.0,Female,8,460.26,6949,11111.17,133.78.79.208,mobile,4,0
3943,,2024-01-10 14:56:22,online,Kimton,USD,94472,electronics,magnetic_stripe,9536,25.0,Male,9,787.69,8991,4603.66,100.215.166.39,desktop,9,0
25354,428.1368019849052,2024-01-01 05:15:35,in_store,Haastown,USD,98922,electro,chip,4768,,Female,11,203.87,5588,5001.41,187.28.131.176,desktop,4,0
25969,672.4937641212291,2024-01-01 04:21:56,withdrawal,Ritaside,USD,64711,travel,chip,3598,45.0,Female,4,600.22,18532,,86.58.109.25,mobile,4,0
10187,3292.069233756185,2024-01-13 14:45:22,online,Lake Andrew,USD,72085,electronics,magnetic_stripe,8748,28.0,Male,7,289.67,14743,16644.02,119.199.56.50,TAB,4,0
21762,448.0186196649,2024-01-19 00:11:58,withdrawal,Brianton,USD,12062,electro,magnetic_stripe,5997,51.0,Female,15,304.41,19910,,157.184.169.48,desktop,3,0
17892,3055.8901205382745,2024-01-07 00:49:10,online,West Jenniferburgh,GBP,19073,Electronics,magnetic_stripe,8919,36.0,FEMALE,11,262.95,6897,16487.47,112.170.59.48,desktop,3,0
9898,378.05372781764703,2024-01-27 04:09:19,in_store,Michaelton,USD,80894,electronics,contactless,3450,42.0,Male,10,228.84,14398,5999.69,220.87.138.52,mobile,8,0
6509,$418.8741579319689,2024-01-05 12:42:47,in_store,East Davidmouth,EUR,20211,travel,contactless,5964,32.0,Female,6,347.77,14246,15857.67,47.107.123.91,mobile,5,0
25383,2000.0,2024-01-08 12:58:57,online,Patriciafurt,EUR,50426,restaurants,chip,3428,22.0,Male,7,268.93,10870,10731.9,40.20.156.202,mobile,3,1
16571,100.0,2024-01-20 13:57:22,online,Wendymouth,USD,43894,electronics,chip,3947,43.0,Female,16,258.34,17641,5503.93,34.73.68.92,mobile,3,1
135,1119.4026658786006,2024-01-27 17:26:10,online,New Reginald,USD,64529,groceries,chip,6245,21.0,Male,11,303.93,11183,7878.74,129.169.38.151,desktop,9,0
4731,348.0462561067755,2024-01-16 05:34:49,online,South Donna,EUR,70544,electronics,contactless,4031,29.0,Male,13,319.75,5326,13371.04,79.120.97.171,mobile,3,0
26462,1596.6736491932315,2024-01-19 20:38:27,online,North Lindsey,gbp,61080,restaurants,contactless,9975,22.0,Female,5,636.68,2914,6580.38,221.227.32.113,desktop,3,0
16307,,2024-01-28 21:16:39,online,South Andrea,USD,53323,travel,chip,2281,33.0,Male,9,698.0,3572,4713.47,213.49.252.69,mobile,2,0
3352,,2024-01-15 11:34:47,online,Brownfort,EUR,74236,travel,chip,5811,31.0,Male,8,776.94,13855,10048.96,216.73.88.188,mobile,10,0
12968,541.6700762584767,2024-01-23 10:00:22,online,Karenburgh,USD,98025,travel,magnetic_stripe,2660,22.0,Female,8,1288.81,2477,15966.12,188.253.14.29,desktop,6,0
3201,2550.8880642826334,2024-01-18 05:45:24,in_store,,USD,11072,electronics,contactless,1092,19.0,Female,12,383.82,1549,9890.69,25.140.239.120,desktop,2,0
8920,577.6389566931131,2024-01-14 03:24:08,withdrawal,Sanchezchester,EUR,14022,electronics,contactless,5539,37.0,Female,11,970.17,4569,17779.75,136.128.106.176,desktop,5,0
11230,46.55190296244711,2024-01-29 14:01:43,online,New Deborahton,USD,69411,groceries,chip,8687,42.0,Female,10,406.45,5182,19896.59,195.105.72.66,desktop,8,0
5504,301.7586380507442,2024-01-25 22:42:06,online,Brownmouth,USD,92923,restaurants,chip,2567,41.0,Female,5,533.01,11859,7555.08,173.182.35.77,desktop,3,0
7543,100.0,2024-01-17 19:47:35,,Wareview,USD,63233,electronics,contactless,4154,43.0,Male,5,508.73,18002,16669.12,187.75.63.97,desktop,7,1
24507,1557.0893927449224,2024-01-10 20:32:26,online,Taylormouth,USD,47945,electronics,chip,6534,52.0,Male,10,685.17,3251,5158.43,67.100.127.23,mobile,7,0
5426,13.310727086412946,2024-01-24 13:51:12,online,West Cindy,USD,67727,electronics,contactless,3462,35.0,Male,12,414.2,4822,1767.39,45.50.240.163,Phone,6,0
20097,619.9910082717797,2024-01-25 05:53:44,in_store,Jonesborough,USD,15024,restaurants,contactless,2999,58.0,Male,7,441.64,13632,18842.23,64.209.187.203,desktop,5,0
14833,,2024-01-03 20:43:26,,Petersland,USD,57254,travel,contactless,9387,27.0,Male,10,330.6,9896,3060.67,188.218.131.54,mobile,8,0
25858,1029.3756378601715,2024-01-10 12:21:56,online,Goodmanmouth,gbp,26996,Electronics,chip,7521,33.0,Female,13,282.75,3076,17348.21,81.93.3.162,mobile,3,0
20419,94.58658833745392,2024-01-10 02:14:55,online,South Sarahbury,GBP,58121,electronics,magnetic_stripe,3226,28.0,Male,12,359.02,6034,12955.29,87.164.179.188,mobile,10,0
21230,1426.760130133094,2024-01-03 09:45:48,,South Brettborough,USD,37982,electronics,contactless,4812,38.0,Male,11,232.96,11114,8135.59,57.83.212.30,mobile,5,0
317,1500.0,2024-01-20 15:56:52,online,Kyleland,USD,81238,electro,contactless,2047,38.0,Male,8,385.42,3852,821.77,182.207.219.213,mobile,5,1
147,2141.6667138336934,2024-01-25 23:46:43,in_store,Lyonsmouth,USD,23348,restaurants,chip,5063,,Male,4,229.29,7434,12273.65,12.205.255.229,tablet,4,0
25738,355.01774565374325,2024-01-09 22:43:13,withdrawal,,USD,46151,restaurants,magnetic_stripe,4330,35.0,Male,9,147.94,15317,14702.91,53.252.154.108,mobile,3,0
22301,1500.0,2024-01-10 07:13:41,withdrawal,South Robin,USD,16249,electronics,contactless,3666,31.0,M,8,319.53,2114,4550.74,51.189.95.64,desktop,6,1
13221,500.0,2024-01-19 03:44:48,online,New Anafort,USD,86061,restaurants,chip,1843,32.0,Male,13,225.46,10347,9493.55,147.19.104.133,mobile,7,1
4716,602.6042149942851,2024-01-20 12:42:39,in_store,New Davidton,USD,51591,groceries,chip,5408,49.0,Female,14,491.49,13344,19380.81,25.248.115.66,mobile,6,0
10440,63.4005692481981,2024-01-27 11:32:28,online,Walterton,US,28125,electronics,contactless,7674,30.0,Male,14,340.43,5185,16490.07,104.80.183.12,mobile,4,0
25094,,2024-01-16 00:11:02,in_store,Amberhaven,USD,93545,electronics,chip,2473,31.0,Female,9,376.93,2710,2192.68,109.158.137.88,mobile,9,0
24338,1342.6887994056126,2024-01-05 09:48:17,online,South Christine,USD,58592,electronics,magnetic_stripe,3989,33.0,Female,12,413.04,18305,7407.84,26.48.1.254,mobile,3,0
28193,2367.6977925273327,2024-01-29 05:19:12,in_store,,GBP,18801,electronics,chip,8391,35.0,Male,7,714.91,14805,18848.07,111.30.156.92,mobile,4,0
13628,1232.8919213521378,2024-01-09 00:53:44,online,North Michelle,GBP,34584,electronics,chip,7935,18.0,Female,9,431.77,13910,10187.08,132.73.121.233,desktop,3,0
7176,2000.0,2024-01-29 05:34:42,online,New Dustin,USD,15479,groceries,chip,4600,25.0,Male,10,283.73,4783,5606.55,103.42.126.33,desktop,5,1
22089,2476.7830485060804,2024-01-26 06:15:27,online,Brianbury,USD,88867,travel,contactless,1692,26.0,Male,10,348.0,18103,12724.32,120.125.128.242,mobile,5,0
820,,2024-01-24 05:08:30,in_store,North Nicholasborough,USD,35801,electronics,contactless,1890,18.0,Female,10,596.32,12842,18098.36,34.61.22.164,mobile,9,0
9150,59831.572953745555,2024-01-02 07:31:25,online,East Courtneyview,USD,70319,restaurants,chip,6307,30.0,Female,12,327.54,10672,5872.4,217.55.186.0,mobile,3,0
17051,,2024-01-21 00:56:07,in_store,Port James,gbp,28594,electro,contactless,6094,24.0,Male,13,554.16,18187,,101.255.235.53,desktop,0,0
3487,$nan,2024-01-09 05:42:07,in_store,Port Lauraview,EUR,16957,electronics,contactless,1384,45.0,Male,10,246.4,15840,12658.88,46.28.6.134,desktop,5,0
9408,2876.39252724272,2024-01-19 09:00:51,online,Loganville,USD,22906,electronics,contactless,9000,49.0,Male,13,470.11,11574,10714.24,67.171.6.183,mobile,6,0
24582,3580.8372877208103,2024-01-16 00:20:42,in_store,Davidland,USD,82574,travel,chip,4913,,Female,8,374.49,12384,,155.56.111.170,mobile,4,0
9774,361.51665180772284,2024-01-17 09:46:16,online,South Kimberly,USD,75100,travel,chip,9814,18.0,Male,8,500.01,1891,,120.121.251.141,mobile,9,0
18493,631.8828040380723,2024-01-30 02:38:51,online,Leemouth,USD,23752,travel,chip,6183,35.0,Male,7,273.76,3335,17796.15,15.12.205.231,mobile,6,0
10338,,2024-01-29 07:43:17,withdrawal,Barberburgh,USD,99188,travel,chip,1095,52.0,Male,11,311.37,11599,3383.22,44.95.148.200,desktop,3,0
3112,1203.630417624155,2024-01-30 17:23:56,online,North Douglasport,gbp,21483,electronics,contactless,3038,34.0,Male,13,368.04,18216,9074.68,32.145.99.66,mobile,7,0
7030,1854.3108206867219,2024-01-13 23:23:21,online,,USD,97358,travel,contactless,9611,25.0,Male,8,183.58,8365,6238.01,187.194.214.89,mobile,4,0
21661,540.1650335890238,2024-01-20 18:52:42,online,New Georgefort,USD,77336,restaurants,magnetic_stripe,7460,31.0,Male,18,165.18,1247,7945.11,195.112.88.229,mobile,4,0
23116,304.12610270351587,2024-01-03 04:32:11,in_store,Everettland,EUR,96095,electronics,chip,9560,32.0,Female,10,184.51,10507,17901.78,180.75.195.42,tablet,5,0
8911,,2024-01-23 04:20:22,in_store,Dannyville,USD,92011,groceries,contactless,1741,44.0,Female,16,261.87,7822,3735.1,26.66.34.89,mobile,7,0
24376,151.86362474216233,2024-01-07 20:30:12,online,South Samanthaberg,USD,47340,travel,chip,3597,41.0,Female,8,207.15,12046,1117.21,204.10.54.98,Phone,7,0
2496,49.85100510267289,2024-01-12 23:50:53,,New Robertbury,EUR,47549,electronics,chip,1242,21.0,Male,8,540.42,16848,8955.07,188.243.217.27,mobile,7,0
8863,4164.420232217353,2024-01-24 22:59:07,online,New Davidburgh,USD,42583,electronics,contactless,2268,37.0,Male,6,289.93,5165,11181.43,128.168.40.189,tablet,7,0
8152,219.9938866773909,2024-01-22 03:09:45,online,Thompsonbury,USD,36652,Electronics,chip,6042,46.0,Male,8,432.17,4771,19446.62,55.244.136.244,mobile,1,0
20387,500.0,2024-01-29 14:40:38,online,Annetteborough,USD,40723,travel,chip,4056,33.0,Female,3,513.35,12534,10330.17,95.56.227.91,mobile,3,1
14016,797.8388147648091,2024-01-04 06:22:27,online,Justinstad,US,66329,restaurants,chip,6099,53.0,Male,11,1162.14,11489,18571.35,62.103.194.58,desktop,5,0
2506,377.32834857242096,2024-01-05 01:45:42,in_store,Darrenview,USD,79723,restaurants,chip,9973,41.0,Female,11,483.78,11285,19732.03,78.9.212.199,desktop,7,0
5035,60.38410617800324,2024-01-09 02:51:31,online,South Teresa,USD,43721,electronics,chip,6606,,Female,13,463.03,8977,12112.89,142.214.47.61,mobile,4,0
22258,1257.1456204814253,2024-01-19 17:13:25,withdrawal,Monicabury,USD,45510,travel,magnetic_stripe,3176,31.0,Male,7,313.75,16466,17520.92,9.31.47.107,mobile,3,0
27585,1336.4964902706884,2024-01-27 06:57:35,online,Joeshire,USD,27438,electronics,chip,5323,36.0,Female,8,432.7,18898,18855.39,133.83.95.42,mobile,3,0
12860,1500.0,2024-01-06 04:21:12,in_store,Teresaside,USD,25861,electronics,magnetic_stripe,1702,53.0,Female,11,208.84,19155,3768.48,173.212.243.157,TAB,4,1
19313,2452.317590696138,2024-01-09 04:24:14,online,Michaelland,EUR,42345,Electronics,contactless,7233,,Female,3,288.7,15037,1678.42,142.108.102.72,mobile,6,0
21687,461.4454971889952,2024-01-14 01:31:48,online,East Michael,EUR,96332,electronics,chip,3777,49.0,Male,7,629.26,8112,11905.35,35.72.70.119,desktop,5,0
25942,1500.0,2024-01-13 19:55:48,online,East Curtis,USD,95865,Electronics,chip,2949,45.0,Female,8,453.71,10440,14571.0,185.61.97.10,desktop,4,1
23923,2025.1564659154556,2024-01-03 08:16:38,online,Port Jason,USD,34071,electronics,contactless,1253,39.0,Female,11,862.9,18264,12335.17,160.144.161.30,mobile,6,0
20389,,2024-01-17 02:16:59,in_store,Schmidtfurt,USD,39245,travel,chip,2910,31.0,Male,8,574.04,8106,8052.95,205.159.170.154,tablet,7,0
15579,1598.1846680404722,2024-01-12 08:03:10,in_store,Stephanieberg,USD,29294,restaurants,chip,3809,35.0,Male,4,256.8,18393,19458.29,206.241.148.86,desktop,2,0
12742,5612.58607655044,2024-01-15 02:31:59,in_store,North Zacharyburgh,GBP,30159,restaurants,contactless,5079,57.0,Female,10,308.68,15997,10291.21,183.213.41.92,mobile,5,0
12782,,2024-01-10 09:54:58,online,Anthonymouth,EUR,37659,electronics,contactless,4668,49.0,Male,13,222.87,15678,14676.75,136.24.95.122,TAB,4,0
13288,2073.537782315643,2024-01-22 15:13:58,in_store,,USD,34771,restaurants,contactless,2425,18.0,Male,8,831.64,4930,19258.74,25.91.154.14,desktop,0,0
1012,2000.0,2024-01-08 02:09:34,online,Christinafort,EUR,53403,groceries,chip,9594,43.0,Female,2,598.81,9333,,206.157.255.136,tablet,3,1
26445,52.52536001363211,2024-01-06 21:50:48,online,Fowlerton,USD,24923,restaurants,chip,7641,,Female,12,778.04,18593,,184.243.165.36,mobile,5,0
13793,3105.219295818007,2024-01-23 03:35:47,online,Wendymouth,USD,32764,electronics,chip,1797,42.0,FEMALE,7,423.9,7089,,63.188.26.250,desktop,6,0
27245,3843.128272183418,2024-01-06 14:55:13,in_store,Port Carolynside,USD,40005,electronics,contactless,2753,34.0,Female,10,411.63,8041,13367.34,70.4.62.10,TAB,4,0
12355,1500.0,2024-01-02 20:40:34,withdrawal,Jessicamouth,USD,22759,restaurants,contactless,8731,23.0,FEMALE,9,238.94,6100,12661.59,104.68.95.147,mobile,6,1
1035,643.124116480309,2024-01-07 21:44:44,online,New Jorgemouth,GBP,97419,electronics,chip,5336,24.0,Female,8,306.87,15290,,78.9.171.52,mobile,8,0
27240,784.5912227105088,2024-01-18 01:27:22,online,Durhamborough,USD,91150,restaurants,chip,9333,39.0,Female,9,468.59,15395,4690.27,93.87.147.211,desktop,8,0
2271,41.27065856421616,2024-01-30 16:04:44,withdrawal,Joymouth,GBP,88983,restaurants,contactless,3601,33.0,Male,6,200.87,12105,13333.87,174.56.219.248,mobile,4,0
697,20.12055804214102,2024-01-22 13:59:38,online,Petersonstad,EUR,54074,restaurants,contactless,3425,23.0,Female,8,663.81,5884,,57.211.12.14,mobile,5,0
10009,,2024-01-04 21:51:22,,New Anne,USD,38093,travel,contactless,5562,42.0,Male,4,866.67,12573,10064.84,128.59.6.162,Phone,4,1
3705,809.3198988798804,2024-01-05 02:13:04,in_store,Millerside,gbp,88034,restaurants,chip,7635,29.0,Female,10,519.66,6241,12326.33,87.14.39.171,tablet,9,0
20330,500.0,2024-01-07 20:55:41,online,Barbarastad,EUR,98058,electronics,contactless,4412,22.0,Female,8,285.21,2476,,213.233.63.68,Phone,7,1
22518,,2024-01-21 09:02:54,online,South Ryanfort,gbp,57568,electro,chip,6264,35.0,Male,12,662.35,1461,15168.51,67.246.114.80,mobile,5,0
15271,500.0,2024-01-24 02:09:43,online,New Allisonview,USD,15450,restaurants,chip,5141,47.0,FEMALE,12,556.1,14813,5455.82,157.150.244.44,desktop,5,1
13767,1403.3551499585237,2024-01-04 03:34:30,in_store,Sherrytown,EUR,67062,groceries,chip,3909,35.0,M,10,346.6,5295,13825.4,148.117.39.189,tablet,5,0
8770,150000.0,2024-01-14 05:23:49,online,Rossmouth,USD,33297,restaurants,chip,7938,44.0,Male,8,415.58,18310,2427.15,42.231.211.58,mobile,9,1
19166,2124.593988357675,2024-01-15 04:12:52,in_store,North Bryan,USD,78620,electronics,chip,6233,30.0,Female,8,212.34,5926,12574.42,26.96.92.103,Phone,6,0
2791,1064.450368664137,2024-01-07 20:01:16,withdrawal,Lyonsmouth,EUR,20467,travel,contactless,5463,25.0,Male,8,257.1,9503,6216.04,25.214.235.94,tablet,9,0
15056,7.677353477307413,2024-01-27 18:22:09,in_store,Traceyton,USD,39715,electronics,contactless,2662,46.0,Female,8,314.17,16519,12903.6,16.214.205.0,mobile,2,0
7998,31.1939177278562,2024-01-27 14:17:56,online,South Sandrahaven,EUR,44484,restaurants,chip,7726,27.0,Male,3,356.01,8832,8655.46,180.35.169.22,desktop,7,0
4891,1000.0,2024-01-30 16:11:31,online,Grimestown,US,57901,groceries,contactless,1611,27.0,FEMALE,13,218.24,6205,2727.5,87.2.43.65,Phone,14,1
25896,,2024-01-03 13:19:04,in_store,South Roychester,EUR,96292,travel,chip,3390,27.0,FEMALE,14,214.04,10109,11674.84,52.223.232.211,Phone,4,0
5842,1500.0,2024-01-23 05:51:29,in_store,Lake Jenniferhaven,USD,40940,electronics,chip,8495,31.0,Male,8,577.99,19904,18738.84,57.52.70.22,desktop,13,1
11914,447.6864569951673,2024-01-26 15:19:17,withdrawal,South Williamtown,USD,45498,electronics,magnetic_stripe,1656,31.0,Male,7,370.21,2020,13614.2,32.105.111.62,desktop,4,0
13251,787.9135610281824,2024-01-16 02:19:03,online,West Carriebury,GBP,37001,Electronics,contactless,5908,37.0,Male,15,366.69,2111,15669.57,178.139.76.26,mobile,7,0
26590,1565.218991977859,2024-01-19 17:19:52,online,,EUR,44989,restaurants,contactless,2838,28.0,Male,9,291.69,10401,10113.24,161.227.209.219,mobile,5,0
23944,,2024-01-13 11:06:28,in_store,Turnerbury,GBP,12766,travel,chip,3189,21.0,Male,14,271.84,19174,9863.37,129.106.116.150,mobile,7,0
6804,1102.5731312823943,2024-01-16 03:53:08,online,Port Jeanette,USD,46991,travel,chip,6559,26.0,Male,17,1053.19,6976,,60.19.133.169,tablet,3,0
19138,2220.139657480974,2024-01-19 00:46:31,online,New Rachelchester,USD,42043,electronics,chip,7008,,Female,11,857.87,19469,,92.246.69.31,mobile,6,0
13913,1060.477990846075,2024-01-25 20:14:05,online,Port Adamtown,EUR,96962,restaurants,chip,8780,33.0,Female,16,354.42,4541,3171.73,94.204.193.222,mobile,7,0
1889,3755.2466469019937,2024-01-05 13:38:47,online,,EUR,39213,travel,chip,1766,,Female,5,485.26,10147,563.35,112.202.217.100,mobile,3,0
23045,,2024-01-15 02:19:11,online,Jacksonside,EUR,97781,electronics,chip,9971,38.0,Male,9,277.37,15826,8872.81,180.27.96.58,TAB,2,0
21846,2000.0,2024-01-13 11:56:24,in_store,Jonathanmouth,USD,40034,electronics,chip,9653,22.0,Male,10,552.47,13496,4055.29,16.68.57.133,Phone,7,1
11757,780.6280604121143,2024-01-15 11:17:17,online,North Jorgeview,usd,22052,Electronics,contactless,1085,44.0,Male,5,401.69,6420,8741.7,4.228.188.37,mobile,2,0
25801,1300.917712288342,2024-01-11 18:19:34,in_store,Stacyfurt,USD,59670,restaurants,magnetic_stripe,4697,20.0,Male,8,324.72,13822,7657.86,140.245.35.177,mobile,1,0
4708,817.788222531585,2024-01-05 12:56:40,in_store,South David,USD,74562,Electronics,chip,8177,36.0,Female,11,284.81,2026,3747.38,139.73.176.44,desktop,6,0
4520,264.1355343489416,2024-01-08 09:20:36,online,New Jeremybury,USD,28627,restaurants,chip,4463,54.0,Male,10,272.03,14901,19420.42,146.217.108.79,desktop,1,0
1414,2064.3753990839027,2024-01-14 14:18:25,online,South Monicamouth,USD,32381,electronics,chip,9299,22.0,Male,10,475.5,15384,6438.39,72.52.81.140,mobile,2,0
17426,1165.049080402784,2024-01-16 02:05:30,in_store,Andrewport,GBP,35951,restaurants,chip,2294,32.0,Female,13,466.53,17839,4346.62,79.168.47.122,mobile,2,0
5854,,2024-01-12 19:50:46,in_store,Normanburgh,EUR,23656,Electronics,chip,8460,49.0,Male,15,285.99,3013,,29.164.144.142,tablet,3,0
18773,812.8420990229943,2024-01-19 07:06:18,online,Maryburgh,USD,48256,electronics,contactless,9621,46.0,Female,6,469.2,9064,,192.45.228.175,mobile,6,0
25404,564.5080783710174,2024-01-28 19:23:04,online,Lake Calebville,USD,17689,electronics,chip,7084,46.0,FEMALE,12,542.67,10426,6570.78,33.211.183.113,tablet,3,0
3624,,2024-01-10 08:42:45,online,West Robertstad,USD,25021,electronics,chip,4095,34.0,Male,9,1052.25,14425,2901.41,6.183.189.100,Phone,10,0
21469,79.50750568077048,2024-01-27 07:52:32,online,South Christopher,usd,80074,travel,contactless,7545,36.0,Male,10,729.02,11074,58.09,88.250.113.221,mobile,4,0
19756,,2024-01-17 00:02:10,online,West Scott,EUR,99862,groceries,contactless,7886,37.0,Male,8,257.2,12767,15467.39,221.221.242.127,mobile,7,0
12855,3750.9835211677014,2024-01-27 19:47:26,online,Martinland,USD,47911,electronics,chip,1242,41.0,Male,9,182.22,4264,18499.25,21.156.96.134,desktop,5,0
6026,382.46516915444187,2024-01-25 17:53:15,online,Anthonyfurt,USD,11246,electronics,chip,2487,40.0,Male,10,250.29,17879,17802.72,90.189.27.241,mobile,4,0
181,,2024-01-13 17:04:03,online,Port Jamie,USD,11865,electronics,magnetic_stripe,7152,38.0,Female,7,639.82,16646,8777.03,50.214.20.217,mobile,11,0
5217,289.44169010513076,2024-01-02 07:56:18,online,,EUR,93194,travel,chip,4230,32.0,Male,8,649.64,3224,17829.32,222.17.102.117,mobile,6,0
5611,,2024-01-05 23:42:13,withdrawal,,gbp,25108,restaurants,contactless,2296,33.0,Male,12,111.56,13517,,35.123.73.149,mobile,4,0
470,180.3088916660184,2024-01-04 05:46:51,online,East Nathanside,USD,94744,travel,chip,6365,28.0,Male,17,271.49,9479,2757.81,142.19.236.84,mobile,6,0
19122,861.5531397326865,2024-01-01 07:38:40,online,North Derrick,GBP,81314,restaurants,contactless,9355,42.0,Male,5,323.51,1282,,132.0.170.102,desktop,9,0
2167,637.2092944021076,2024-01-12 18:58:02,online,Ryanborough,USD,20319,electronics,chip,1322,36.0,Female,8,347.74,11000,2559.57,170.207.46.104,mobile,6,0
1028,717.249496687401,2024-01-10 05:55:22,,Lindseyhaven,usd,56005,travel,contactless,4799,42.0,FEMALE,15,483.79,4164,7320.2,194.51.188.115,desktop,6,0
25459,636.9567369559132,2024-01-09 01:53:01,,Erikahaven,USD,89144,restaurants,contactless,2542,50.0,Male,14,614.57,17530,2849.85,19.245.76.11,mobile,5,0
15767,,2024-01-25 09:46:18,withdrawal,Johnchester,USD,29339,groceries,magnetic_stripe,9400,34.0,Female,12,504.92,2032,13309.66,54.222.18.43,desktop,10,0
1424,548.6077438866748,2024-01-13 09:39:57,withdrawal,Bowersmouth,USD,90287,restaurants,contactless,6595,38.0,FEMALE,8,820.23,1585,,176.127.230.153,mobile,7,0
24405,,2024-01-15 20:28:21,online,Parkermouth,USD,51639,electro,chip,8163,18.0,Male,9,392.41,16547,9249.7,192.54.25.0,mobile,6,0
